condition,drugName,avg_rating,review_count
Heart Failure,Isosorbide mononitrate,6.33,3
"Sexual Dysfunction, SSRI Induced",BuSpar,6.33,3
Opioid-Induced Constipation,Relistor,6.33,3
Menstrual Disorders,Microgestin Fe 1.5 / 30,6.33,6
Erectile Dysfunction,Avanafil,6.33,27
High Cholesterol,Praluent,6.33,12
Supraventricular Tachycardia,Adenosine,6.33,3
Amenorrhea,Progesterone,6.33,3
Birth Control,Mono-Linyah,6.33,6
Chronic Pancreatitis,Creon,6.33,3
Birth Control,Cyclafem 1 / 35,6.33,6
Not Listed / Othe,Metronidazole,6.33,3
GERD,Pantoprazole,6.33,54
Post Traumatic Stress Disorde,Venlafaxine,6.33,9
Osteoarthritis,Monovisc,6.33,3
ADHD,Aptensio XR,6.33,3
Temporomandibular Joint Disorde,Baclofen,6.33,3
Hypertriglyceridemia,Lovaza,6.33,3
Eosinophilic Esophagitis,Budesonide,6.33,3
Crohn's Disease,Balsalazide,6.33,3
Otitis Media,Azithromycin,6.33,6
Schizoaffective Disorde,Zyprexa Zydis,6.33,3
Chronic Pain,Duloxetine,6.33,66
Allergic Urticaria,Atarax,6.33,3
"Sexual Dysfunction, SSRI Induced",Bupropion,6.33,27
Pneumonia,Cefdinir,6.33,3
Nasal Congestion,Claritin-D 12 Hour,6.33,3
Bipolar Disorde,Risperidone,6.33,69
HIV Infection,Sustiva,6.33,3
Skin or Soft Tissue Infection,Ciprofloxacin,6.33,3
Otitis Media,Ciprofloxacin / dexamethasone,6.33,9
Mitral Valve Prolapse,Propranolol,6.33,3
Migraine,Ergotamine,6.33,3
Hyperhidrosis,Clonidine,6.33,3
Tendonitis,Naprosyn,6.33,3
"Nausea/Vomiting, Postoperative",Ondansetron,6.33,3
Insomnia,Tylenol PM,6.33,9
Autism,Risperidone,6.33,30
Back Pain,Bayer Aspirin,6.33,3
Bipolar Disorde,Vraylar,6.33,42
"Deep Vein Thrombosis, Prophylaxis",Rivaroxaban,6.33,3
Scabies,Permethrin,6.33,6
Pain,Tapentadol,6.33,216
Herbal Supplementation,S-adenosylmethionine,6.33,3
Abnormal Uterine Bleeding,Ortho Tri-Cyclen,6.33,6
Parkinson's Disease,Mirapex,6.33,3
Parkinson's Disease,Ropinirole,6.33,3
Depression,Cymbalta,6.32,303
Polycystic Ovary Syndrome,Ethinyl estradiol / norethindrone,6.32,53
Weight Loss,Bupropion / naltrexone,6.32,267
Abnormal Uterine Bleeding,Mononessa,6.32,19
"Diabetes, Type 2",Glucophage,6.32,19
Birth Control,Microgestin Fe 1.5 / 30,6.31,42
Postoperative Pain,Toradol,6.3,10
Major Depressive Disorde,Trintellix,6.3,151
Birth Control,Ocella,6.29,68
High Blood Pressure,Metoprolol,6.29,92
Constipation,Senna,6.29,48
Muscle Spasm,Robaxin,6.29,31
Insomnia,Desyrel,6.29,7
Primary Immunodeficiency Syndrome,Hizentra,6.29,7
Heart Attack,Metoprolol,6.29,7
High Blood Pressure,Furosemide,6.29,7
High Blood Pressure,Lotrel,6.29,14
Bipolar Disorde,Divalproex sodium,6.28,128
ADHD,Adzenys XR-ODT,6.28,18
Birth Control,Mononessa,6.28,101
Epilepsy,Keppra,6.28,29
High Blood Pressure,Cozaar,6.27,33
Psoriatic Arthritis,Stelara,6.27,11
Major Depressive Disorde,Olanzapine,6.27,11
Birth Control,TriNessa,6.27,191
Hypersomnia,Nuvigil,6.26,19
Anxiety,Atarax,6.26,50
Cold Symptoms,Acetaminophen / diphenhydramine / phenylephrine,6.25,4
Irritable Bowel Syndrome,EnteraGam,6.25,8
Osteoarthritis,Aleve,6.25,4
High Blood Pressure,Verapamil,6.25,4
Pain,Trezix,6.25,4
Osteoporosis,Zometa,6.25,4
Tonsillitis/Pharyngitis,Azithromycin Dose Pack,6.25,4
Light Sedation,Midazolam,6.25,12
Birth Control,CamreseLo,6.25,4
Atrophic Vaginitis,Estring,6.25,20
"COPD, Acute",Albuterol,6.25,8
Hyperprolactinemia,Parlodel,6.25,8
"Melanoma, Metastatic",Vemurafenib,6.25,4
Prevention of Bladder infection,Macrobid,6.25,12
Not Listed / Othe,Venlafaxine,6.25,4
Lipodystrophy,Egrifta,6.25,4
Dietary Supplementation,Biotin,6.25,4
Vertig,Phenergan,6.25,4
Clostridial Infection,Flagyl,6.25,4
"Asthma, Maintenance",ProAir HFA,6.25,4
Diabetic Kidney Disease,Lisinopril,6.25,8
Auditory Processing Disorde,Dexmethylphenidate,6.25,4
Muscle Pain,Ibuprofen,6.25,4
Major Depressive Disorde,Zyprexa,6.25,8
Anxiety and Stress,Paxil,6.24,54
Muscle Spasm,Cyclobenzaprine,6.24,179
ibromyalgia,Topiramate,6.24,25
Agitated State,Abilify,6.24,21
Endometriosis,Ethinyl estradiol / norgestimate,6.24,34
"Asthma, Maintenance",Montelukast,6.23,43
Upper Respiratory Tract Infection,Augmentin,6.23,13
Crohn's Disease,Humira,6.23,22
Pain,Ultram,6.22,80
Birth Control,Gianvi,6.22,76
High Blood Pressure,Perindopril,6.22,9
Myelodysplastic Syndrome,Azacitidine,6.22,9
Parkinson's Disease,Carbidopa / levodopa,6.22,18
Glaucoma,Combigan,6.22,9
Alopecia,Rogaine,6.22,9
High Cholesterol,Niacin,6.21,28
Pain,Neurontin,6.21,28
Neuropathic Pain,Lyrica,6.21,80
"Diabetes, Type 2",Metformin,6.21,81
Crohn's Disease,Adalimumab,6.21,24
Deep Vein Thrombosis,Rivaroxaban,6.21,29
Chronic Pain,Cymbalta,6.21,63
New Daily Persistent Headache,Sumatriptan,6.2,5
Vitamin D Deficiency,Cholecalciferol,6.2,5
acial Wrinkles,Botox Cosmetic,6.2,5
Ulcerative Colitis,Uceris,6.2,5
Birth Control,Zovia 1 / 35,6.2,5
High Blood Pressure,Metoprolol Tartrate,6.2,5
Prostate Cance,Lupron Depot,6.2,5
Migraine Prevention,Divalproex sodium,6.2,45
Borderline Personality Disorde,Topiramate,6.2,5
Psychosis,Iloperidone,6.2,5
Malaria Prevention,Malarone,6.2,15
Depression,Risperdal,6.2,5
Postpartum Depression,Paxil,6.2,5
Undifferentiated Connective Tissue Disease,Hydroxychloroquine,6.2,10
Edema,Triamterene,6.2,5
Cough,Dextromethorphan / promethazine,6.2,5
Depression,Olanzapine,6.2,51
Seizures,Trileptal,6.18,11
"Asthma, Maintenance",Beclomethasone,6.18,22
Allergic Rhinitis,Fluticasone,6.18,44
Helicobacter Pylori Infection,Metronidazole,6.18,11
High Blood Pressure,Edarbi,6.18,11
Birth Control,Tri-Sprintec,6.18,257
Bipolar Disorde,Abilify,6.17,150
Birth Control,Sprintec,6.17,432
"Glaucoma, Open Angle",Bimatoprost,6.17,6
Anxiety,Buspirone,6.16,407
Dysuria,Phenazopyridine,6.16,43
Chronic Pain,Tramadol,6.16,101
High Cholesterol,Alirocumab,6.15,13
Sedation,Hydroxyzine,6.15,46
Schizoaffective Disorde,Paliperidone,6.15,33
Endometriosis,Ethinyl estradiol / levonorgestrel,6.15,53
High Blood Pressure,Exforge,6.15,27
Osteoporosis,Teriparatide,6.15,41
Ulcerative Colitis,Humira,6.14,14
Reflex Sympathetic Dystrophy Syndrome,Lyrica,6.14,7
Parkinson's Disease,Rasagiline,6.14,7
Strep Throat,Biaxin,6.14,7
High Cholesterol,Pravachol,6.14,7
Atrial Fibrillation,Dronedarone,6.14,21
High Blood Pressure,Prinivil,6.14,7
0</span> users found this comment helpful.,Mirena,6.14,7
Migraine Prevention,Topiramate,6.14,331
Birth Control,Chateal,6.14,103
Bowel Preparation,Citric acid / magnesium oxide / sodium picosulfate,6.14,81
Osteoporosis,Reclast,6.13,30
Migraine,Cyclobenzaprine,6.13,15
Migraine,OnabotulinumtoxinA,6.12,8
"Sexual Dysfunction, SSRI Induced",Buspirone,6.12,8
"Breast Cancer, Metastatic",Capecitabine,6.12,8
Iron Deficiency Anemia,Ferrous sulfate,6.12,8
Hot Flashes,Duloxetine,6.12,8
Epilepsy,Levetiracetam,6.12,51
"Diabetes, Type 2",Invokana,6.11,143
Bronchitis,Amoxicillin,6.11,9
Human Papillomavirus Prophylaxis,Gardasil,6.11,18
Angina Pectoris Prophylaxis,Isosorbide mononitrate,6.11,9
Anxiety and Stress,Fluvoxamine,6.11,28
Major Depressive Disorde,Brexpiprazole,6.1,68
"Diabetes, Type 2",Saxagliptin,6.1,10
Alzheimer's Disease,Exelon,6.1,10
Epilepsy,Fycompa,6.1,10
Birth Control,Safyral,6.09,43
Dysuria,Pyridium,6.09,11
Pneumonia,Azithromycin,6.09,11
Benzodiazepine Withdrawal,Clonazepam,6.09,11
Birth Control,Seasonique,6.09,133
Opiate Dependence,Bunavail,6.09,34
Osteoporosis,Forteo,6.09,46
Diabetic Peripheral Neuropathy,Duloxetine,6.09,23
Nasal Congestion,Vicks Sinex Nasal Spray (old formulation),6.08,12
Irritable Bowel Syndrome,Amitiza,6.08,36
Atrial Fibrillation,Metoprolol,6.08,37
"Diabetes, Type 2",Janumet,6.08,26
Birth Control,Implanon,6.07,1095
"Conjunctivitis, Allergic",Lastacaft,6.07,14
Breast Cance,Arimidex,6.07,29
High Cholesterol,Pitavastatin,6.07,29
Bipolar Disorde,Depakote,6.06,93
Back Pain,Nabumetone,6.06,16
Prevention of Thromboembolism in Atrial Fibrillation,Apixaban,6.06,32
ADHD,Intuniv,6.06,82
ge (amlodipine / valsartan),Amlodipine / valsartan,6.06,33
Agitated State,Aripiprazole,6.06,17
Gastroparesis,Reglan,6.06,18
Birth Control,Lo Loestrin Fe,6.05,667
Sinusitis,Avelox,6.05,38
Cough,Codeine / guaifenesin,6.05,40
Anxiety,Risperidone,6.05,21
Seizure Prevention,Topamax,6.04,25
High Blood Pressure,Amlodipine / benazepril,6.04,25
Rheumatoid Arthritis,Meloxicam,6.04,25
Herpes Simplex,Docosanol,6.03,159
Seizure Prevention,Topiramate,6.03,37
Schizophrenia,Paliperidone,6.02,51
"Diabetes, Type 2",Empagliflozin / linagliptin,6.0,7
HIV Infection,Nevirapine,6.0,3
Tourette's Syndrome,Olanzapine,6.0,3
"Conjunctivitis, Allergic",Bepotastine,6.0,10
"Glaucoma, Open Angle",Cosopt,6.0,3
Glaucoma,Brimonidine / timolol,6.0,7
Colorectal Cance,Oxaliplatin,6.0,3
Systemic Lupus Erythematosus,Prednisone,6.0,3
Tonsillitis/Pharyngitis,Cefdinir,6.0,4
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,6.0,15
"Deep Vein Thrombosis, Recurrent Event",Xarelto,6.0,3
Dystonia,Carbamazepine,6.0,3
Diarrhea,Imodium A-D,6.0,4
Dental Abscess,Clarithromycin,6.0,5
Parkinson's Disease,Azilect,6.0,4
Anxiety,Wellbutrin XL,6.0,4
Pneumonia,Augmentin,6.0,3
Insomnia,Benadryl,6.0,3
Insomnia,Eszopiclone,6.0,162
Seasonal Allergic Conjunctivitis,Pazeo,6.0,4
Bowel Preparation,Prepopik,6.0,82
Hypertriglyceridemia,Fenofibric acid,6.0,9
Helicobacter Pylori Infection,Clarithromycin,6.0,15
Spondylolisthesis,Gabapentin,6.0,7
COPD,Montelukast,6.0,3
Hemorrhoids,Phenylephrine / pramoxine,6.0,3
"COPD, Maintenance",Breo Ellipta,6.0,4
High Cholesterol,Zocor,6.0,12
High Blood Pressure,Zestril,6.0,7
Skin and Structure Infection,Amoxicillin / clavulanate,6.0,4
Anxiety,Trifluoperazine,6.0,3
Helicobacter Pylori Infection,Flagyl,6.0,3
Endometriosis,Nora-Be,6.0,3
Abnormal Uterine Bleeding,Apri,6.0,5
Urticaria,Benadryl Allergy,6.0,3
Edema,Hydrochlorothiazide / triamterene,6.0,10
Urticaria,Chlorpheniramine,6.0,3
Ulcerative Colitis,Entyvio,6.0,6
Ulcerative Colitis,Adalimumab,6.0,12
Polycystic Ovary Syndrome,Junel Fe 1 / 20,6.0,4
Major Depressive Disorde,Quetiapine,6.0,17
Keratoconjunctivitis Sicca,Restasis,6.0,28
Lennox-Gastaut Syndrome,Onfi,6.0,5
Interstitial Cystitis,Azo Urinary Pain Relief,6.0,3
Bone infection,Metronidazole,6.0,3
Schizoaffective Disorde,Seroquel XR,6.0,4
Interstitial Cystitis,Hydroxyzine,6.0,3
Multiple Sclerosis,Acthar,6.0,3
Pulmonary Hypertension,Adcirca,6.0,3
Raynaud's Syndrome,Norvasc,6.0,3
Migraine Prevention,Inderal LA,6.0,5
Migraine Prevention,Riboflavin,6.0,3
Ovarian Cysts,Ethinyl estradiol / levonorgestrel,6.0,20
Reflex Sympathetic Dystrophy Syndrome,Savella,6.0,3
Migraine,Botox,6.0,7
Polycystic Ovary Syndrome,Chateal,6.0,3
Acne,TriNessa Lo,6.0,3
Anesthesia,Fentanyl,6.0,4
Muscle Pain,Methyl salicylate,6.0,8
Not Listed / Othe,Nortriptyline,6.0,3
Birth Control,Blisovi Fe 1.5 / 30,6.0,3
Psoriatic Arthritis,Simponi,6.0,10
Polycystic Ovary Syndrome,Seasonique,6.0,5
Postherpetic Neuralgia,Capsaicin,6.0,3
Bipolar Disorde,Wellbutrin,6.0,5
Prevention of Bladder infection,Sulfamethoxazole / trimethoprim,6.0,4
Benign Prostatic Hyperplasia,Jalyn,6.0,12
Precocious Puberty,Lupron Depot-PED,6.0,10
Postural Orthostatic Tachycardia Syndrome,ProAmatine,6.0,5
Postoperative Pain,Fentanyl,6.0,4
Premature Lab,Terbutaline,6.0,4
Postoperative Ocular Inflammation,Nepafenac,6.0,3
Osteoarthritis,Famotidine / ibuprofen,6.0,7
Osteoarthritis,Kenalog-40,6.0,3
Osteoarthritis,Capsaicin,6.0,12
Back Pain,Trolamine salicylate,6.0,3
Osteoarthritis,Naprosyn,6.0,5
3</span> users found this comment helpful.,Lo Loestrin Fe,6.0,4
mulation) (phenylephrine),Phenylephrine,6.0,12
Depression,Trintellix,6.0,243
Birth Control,Xulane,5.99,159
Helicobacter Pylori Infection,Pylera,5.98,62
"Diabetes, Type 2",Canagliflozin,5.98,146
"Diabetes, Type 2",Dulaglutide,5.97,231
Birth Control,Kariva,5.96,55
Birth Control,Drospirenone / ethinyl estradiol,5.96,522
Erectile Dysfunction,Stendra,5.96,26
Birth Control,Liletta,5.95,209
Birth Control,Seasonale,5.95,20
High Blood Pressure,Nifedipine,5.94,17
Tendonitis,Naproxen,5.94,16
Birth Control,Ethinyl estradiol / norgestimate,5.93,1580
Allergic Urticaria,Hydroxyzine,5.93,15
Tonsillitis/Pharyngitis,Clarithromycin,5.93,15
Chronic Pain,Buprenorphine,5.93,136
Bowel Preparation,Bisacodyl,5.92,40
Bacterial Infection,Levaquin,5.92,13
Acne,Junel Fe 1 / 20,5.92,13
Multiple Sclerosis,Teriflunomide,5.92,24
Birth Control,Ethinyl estradiol / ethynodiol,5.91,33
Birth Control,Ethinyl estradiol / levonorgestrel,5.9,1600
"Constipation, Drug Induced",Lubiprostone,5.9,10
Menstrual Disorders,Loestrin 24 Fe,5.9,30
Osteoarthritis,Nabumetone,5.9,10
Acne,Ethinyl estradiol / norgestimate,5.9,215
moterol / mometasone),Formoterol / mometasone,5.9,29
Plaque Psoriasis,Apremilast,5.89,94
ADHD,Guanfacine,5.89,119
COPD,Olodaterol / tiotropium,5.89,9
Rheumatoid Arthritis,Voltaren,5.89,9
min / sitagliptin),Metformin / sitagliptin,5.88,26
Birth Control,Cryselle,5.88,77
Depression,Vortioxetine,5.88,345
Opioid-Induced Constipation,Movantik,5.88,16
Allergic Rhinitis,Desloratadine,5.88,8
Basal Cell Carcinoma,Aldara,5.88,8
Irritable Bowel Syndrome,Rifaximin,5.87,31
Muscle Spasm,Methocarbamol,5.87,107
Endometriosis,Medroxyprogesterone,5.87,38
Peripheral Neuropathy,Duloxetine,5.87,15
Depression,Lithium,5.87,15
Major Depressive Disorde,Aripiprazole,5.86,44
Irritable Bowel Syndrome,Xifaxan,5.86,22
Benign Prostatic Hyperplasia,Silodosin,5.86,63
Pulmonary Hypertension,Revatio,5.86,7
Bowel Preparation,Sodium biphosphate / sodium phosphate,5.86,7
Eye Redness/Itching,Opcon-A,5.86,7
Parkinson's Disease,Neupro,5.86,7
Glaucoma,Diamox,5.86,7
Plaque Psoriasis,Otezla,5.85,101
Bronchitis,Avelox,5.85,20
Birth Control,Velivet,5.85,20
Endometriosis,Leuprolide,5.85,79
Depression,Effexor,5.85,194
Birth Control,Reclipsen,5.84,111
Bacterial Infection,Avelox,5.83,12
Abnormal Uterine Bleeding,TriNessa,5.83,12
COPD,Stiolto Respimat,5.83,6
Trigeminal Neuralgia,Topamax,5.83,6
"Constipation, Drug Induced",Amitiza,5.83,12
Osteoarthritis,Supartz,5.83,18
Urinary Tract Infection,Cipro,5.82,91
Endometriosis,Goserelin,5.82,17
Muscle Spasm,Lorzone,5.82,17
Benign Prostatic Hyperplasia,Uroxatral,5.82,17
Asthma,Dulera,5.82,17
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestrel,5.82,17
Osteoporosis,Boniva,5.82,17
2</span> users found this comment helpful.,Loestrin 24 Fe,5.82,11
Giardiasis,Metronidazole,5.82,11
Psoriatic Arthritis,Methotrexate,5.82,11
Allergic Rhinitis,Montelukast,5.82,65
Nausea/Vomiting,Scopolamine,5.81,21
Birth Control,Etonogestrel,5.81,3314
Helicobacter Pylori Infection,Bismuth subcitrate potassium / metronidazole / tetracycline,5.81,67
"Diabetes, Type 2",Trulicity,5.81,221
Birth Control,Lo / Ovral-28,5.8,5
Multiple Myeloma,Revlimid,5.8,5
Birth Control,Ortho Micronor,5.8,50
Acne,Loryna,5.8,15
Polycystic Ovary Syndrome,LoSeasonique,5.8,5
Deep Vein Thrombosis,Apixaban,5.8,5
Deep Vein Thrombosis,Eliquis,5.8,5
Back Pain,Naproxen,5.8,55
Chronic Pain,Ultram ODT,5.8,5
Urinary Incontinence,Ditropan,5.8,5
Birth Control,Ortho Tri-Cyclen,5.79,87
Panic Disorde,Buspirone,5.79,48
ibromyalgia,Elavil,5.79,14
Upper Respiratory Tract Infection,Doxycycline,5.79,14
Depression,Zyprexa,5.79,28
"Breast Cancer, Adjuvant",Letrozole,5.78,9
High Blood Pressure,Spironolactone,5.78,18
Psoriatic Arthritis,Ustekinumab,5.78,9
Urinary Tract Infection,Bactrim DS,5.78,63
Major Depressive Disorde,Cymbalta,5.77,31
High Blood Pressure,Valsartan,5.77,66
Pain,Hydrocodone,5.76,97
Benign Essential Trem,Primidone,5.75,32
Endometrial Hyperplasia,Megestrol,5.75,4
Oral Thrush,Mycelex Troche,5.75,4
Crohn's Disease,Remicade,5.75,8
Hemorrhoids,RectiCare,5.75,4
Premenstrual Dysphoric Disorde,Yasmin,5.75,4
Ankylosing Spondylitis,Naproxen,5.75,4
Bulimia,Topamax,5.75,4
High Blood Pressure,Azilsartan medoxomil,5.75,12
Muscle Spasm,Fexmid,5.75,4
Chronic Fatigue Syndrome,Cymbalta,5.75,4
Abnormal Uterine Bleeding,Desogestrel / ethinyl estradiol,5.75,4
Birth Control,Microgestin Fe 1 / 20,5.75,323
Birth Control,Yaz,5.74,188
"Diabetes, Type 2",Januvia,5.74,47
Birth Control,Portia,5.74,50
Bacterial Infection,Doxycycline,5.74,50
Breast Cance,Letrozole,5.74,46
Birth Control,Yasmin,5.74,84
Gastroparesis,Metoclopramide,5.74,19
Bipolar Disorde,Aripiprazole,5.73,166
"Onychomycosis, Toenail",Jublia,5.73,71
Herpes Simplex,Abreva,5.73,158
Plaque Psoriasis,Humira,5.73,11
Epilepsy,Perampanel,5.73,11
Bipolar Disorde,Geodon,5.72,109
Rheumatoid Arthritis,Tofacitinib,5.72,25
Panic Disorde,BuSpar,5.72,25
Dry Eye Disease,Lifitegrast,5.72,64
Constipation,Dulcolax,5.72,365
Endometriosis,Norethindrone,5.71,21
Vitamin/Mineral Supplementation and Deficiency,Multivitamin with minerals,5.71,14
Osteoarthritis,Triamcinolone,5.71,7
"Tuberculosis, Latent",Isoniazid,5.71,7
Schizophrenia,Seroquel,5.71,14
Anxiety,Vistaril,5.71,94
Atrophic Vaginitis,Estradiol,5.71,97
Constipation,Bisacodyl,5.71,456
Urinary Incontinence,Myrbetriq,5.71,17
Endometriosis,Zoladex,5.71,17
Birth Control,Jolivette,5.7,57
Sinusitis,Augmentin,5.7,57
High Blood Pressure,Ziac,5.7,10
Androgenetic Alopecia,Finasteride,5.68,38
Endometriosis,Lupron Depot,5.68,60
Birth Control,Nexplanon,5.68,2149
Anxiety,Hydroxyzine,5.68,315
Acne,Tri-Previfem,5.68,28
Birth Control,Desogestrel / ethinyl estradiol,5.68,494
Birth Control,Ethinyl estradiol / norgestrel,5.67,118
Pain,Talwin,5.67,6
Atrophic Vaginitis,Premarin,5.67,3
Macular Degeneration,Aflibercept,5.67,3
Parkinson's Disease,Carbidopa / entacapone / levodopa,5.67,6
Cough,Delsym 12 Hour Cough Relief,5.67,9
Bipolar Disorde,Tegretol XR,5.67,3
Bipolar Disorde,Catapres,5.67,3
Stomach Ulce,Prevacid,5.67,3
Abnormal Uterine Bleeding,Orsythia,5.67,3
High Blood Pressure,Nifedical XL,5.67,3
Abnormal Uterine Bleeding,Previfem,5.67,6
High Blood Pressure,Procardia XL,5.67,3
Psychosis,Prolixin,5.67,3
"Hyperlipoproteinemia Type IIa, Elevated LDL",Fenofibrate,5.67,3
High Blood Pressure,Quinapril,5.67,3
Multiple Myeloma,Lenalidomide,5.67,3
Osteoarthritis,Synvisc,5.67,21
Persistent Depressive Disorde,Bupropion,5.67,3
High Cholesterol,Zetia,5.67,21
Migraine,Zecuity,5.67,3
2</span> users found this comment helpful.,Sprintec,5.67,6
Pain,Lidocaine Viscous,5.67,3
Endometriosis,Tri-Previfem,5.67,3
"Tuberculosis, Latent",Rifampin,5.67,3
Underactive Thyroid,Levothroid,5.67,3
Upper Respiratory Tract Infection,Biaxin,5.67,6
Panic Disorde,Paxil CR,5.67,3
ibromyalgia,Effexor XR,5.67,3
Birth Control,Loryna,5.67,18
Migraine Prevention,Vitamin B2,5.67,3
Urinary Tract Infection,Uribel,5.67,9
Uterine Fibroids,Lupron,5.67,3
zen Shoulde,Nabumetone,5.67,3
Birth Control,Zovia,5.67,30
Bacterial Infection,Clindamycin,5.66,210
Birth Control,Ethinyl estradiol / norethindrone,5.66,2337
High Blood Pressure,Hydrochlorothiazide / triamterene,5.65,23
Overactive Bladde,Myrbetriq,5.65,60
Schizophrenia,Risperidone,5.64,39
Acne,Ortho Tri-Cyclen,5.64,39
Benign Prostatic Hyperplasia,Tamsulosin,5.64,105
Multiple Sclerosis,Aubagio,5.64,22
Rheumatoid Arthritis,Xeljanz,5.63,27
High Cholesterol,Livalo,5.63,35
Birth Control,Aubra,5.63,78
Overactive Bladde,Fesoterodine,5.62,24
Bronchitis,Levofloxacin,5.62,64
Anxiety and Stress,Luvox,5.62,16
Allergic Rhinitis,Loratadine,5.62,32
Dry Eye Disease,Xiidra,5.62,58
Birth Control,Jolessa,5.62,63
"Onychomycosis, Toenail",Efinaconazole,5.61,75
"COPD, Maintenance",Daliresp,5.6,10
Rheumatoid Arthritis,Simponi Aria,5.6,5
Ovarian Cysts,Ortho Tri-Cyclen,5.6,5
"Glaucoma, Open Angle",Lumigan,5.6,5
Not Listed / Othe,Levofloxacin,5.6,5
Psychosis,Fluphenazine,5.6,5
Birth Control,Orsythia,5.59,143
Birth Control,Junel Fe 1.5 / 30,5.59,22
Sinusitis,Levaquin,5.59,68
Otitis Externa,Ciprodex,5.58,12
Birth Control,Sronyx,5.58,80
Cough,Cheratussin AC,5.57,21
"Asthma, Maintenance",Qvar,5.57,28
Bacterial Infection,Cipro,5.57,7
Vertig,Antivert,5.57,7
Malaria Prevention,Atovaquone / proguanil,5.57,14
Kidney Infections,Bactrim,5.57,7
Hypersomnia,Modafinil,5.57,7
Benign Prostatic Hyperplasia,Alfuzosin,5.57,35
Rheumatoid Arthritis,Sulfasalazine,5.57,23
Overactive Bladde,Solifenacin,5.56,55
"Diabetes, Type 2",Toujeo,5.56,9
Menstrual Disorders,Drospirenone / ethinyl estradiol,5.55,65
Birth Control,Apri,5.55,210
Overactive Bladde,Botox,5.55,67
Major Depressive Disorde,Fetzima,5.55,49
High Blood Pressure,Losartan,5.52,166
Breast Cance,Tamoxifen,5.52,27
Birth Control,Medroxyprogesterone,5.52,502
ADHD,Strattera,5.51,197
"Hypogonadism, Male",Testopel,5.5,4
ibromyalgia,Topamax,5.5,14
Bronchitis,Ciprofloxacin,5.5,8
Birth Control,Ogestrel-28,5.5,4
Kidney Infections,Amoxicillin / clavulanate,5.5,4
Malaria Prevention,Lariam,5.5,4
Crohn's Disease,Infliximab,5.5,10
Birth Control,Junel 1.5 / 30,5.5,4
Skin or Soft Tissue Infection,Metronidazole,5.5,6
Acne,Estarylla,5.5,6
Birth Control,Marlissa,5.5,6
High Blood Pressure,Altace,5.5,4
Hypertriglyceridemia,TriCor,5.5,4
ADHD,Wellbutrin,5.5,4
Vitamin D Deficiency,Ergocalciferol,5.5,10
Rheumatoid Arthritis,Oxaprozin,5.5,4
acial Wrinkles,OnabotulinumtoxinA,5.5,8
Ulcerative Colitis,Colazal,5.5,4
Prostatitis,Bactrim DS,5.5,4
Menstrual Disorders,Ethinyl estradiol / norethindrone,5.49,93
Bacterial Skin Infection,Sulfamethoxazole / trimethoprim,5.49,82
High Blood Pressure,Hydrochlorothiazide,5.48,66
Birth Control,Quasense,5.48,25
Bronchitis,Doxycycline,5.47,19
"Diabetes, Type 2",Sitagliptin,5.47,51
Atrial Fibrillation,Rivaroxaban,5.47,15
Schizoaffective Disorde,Invega,5.46,26
Glaucoma,Acetazolamide,5.45,11
Bacterial Infection,Azithromycin,5.45,22
Endometriosis,Loestrin 24 Fe,5.45,11
Sinusitis,Clarithromycin,5.45,82
Menstrual Disorders,Yaz,5.45,29
Birth Control,Depo-Provera,5.45,479
Osteoporosis,Zoledronic acid,5.44,34
Arrhythmia,Amiodarone,5.44,16
High Blood Pressure,Bisoprolol / hydrochlorothiazide,5.44,16
Birth Control,Junel Fe 1 / 20,5.44,174
Birth Control,LoSeasonique,5.44,39
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,5.44,85
Birth Control,Alesse,5.43,92
Abnormal Uterine Bleeding,Junel Fe 1 / 20,5.43,7
Diagnosis and Investigation,Lexiscan,5.43,7
Cough and Nasal Congestion,Mucinex D Maximum Strength,5.43,7
Allergies,Levocetirizine,5.43,75
Menstrual Disorders,Gianvi,5.42,12
Bacterial Infection,Moxifloxacin,5.41,17
Major Depressive Disorde,Levomilnacipran,5.41,51
ADHD,Atomoxetine,5.41,203
Upper Respiratory Tract Infection,Clarithromycin,5.41,27
Not Listed / Othe,Clindamycin,5.4,5
Osteolytic Bone Metastases of Solid Tumors,Zometa,5.4,5
Diverticulitis,Ciprofloxacin,5.4,15
Overactive Bladde,Tamsulosin,5.4,20
Urinary Incontinence,Mirabegron,5.4,20
Pain,Hydroxyzine,5.4,10
Otitis Externa,Hydrocortisone / neomycin / polymyxin b,5.4,5
Acne,Tri-Sprintec,5.39,67
Sinusitis,Levofloxacin,5.38,92
Breast Cance,Anastrozole,5.38,72
Schizophrenia,Rexulti,5.38,8
Chronic Lymphocytic Leukemia,Ibrutinib,5.38,8
Schizoaffective Disorde,Olanzapine,5.38,32
Non-Small Cell Lung Cance,Nivolumab,5.36,14
Asthma,Montelukast,5.34,62
Bipolar Disorde,Ziprasidone,5.34,113
"Diabetes, Type 2",Tanzeum,5.33,6
2</span> users found this comment helpful.,Depo-Provera,5.33,3
6</span> users found this comment helpful.,Mirena,5.33,3
GERD,Reglan,5.33,9
Tourette's Syndrome,Haloperidol,5.33,3
